#Angle around the z x y axes.
#timestamp(ns), Azimuth , Pitch, Roll(degrees)
#Datetime: 03/12/2013 10:57:38
##########################################
#Activity: 11 - FKL - Front-knees-lying - 10s
#Subject ID: 20
#First Name: sub20
#Last Name: sub20
#Age: 26
#Height(cm): 178
#Weight(kg): 71
#Gender: Male
##########################################


@DATA
2331514445000, 7.118133, -17.490843, -17.867073
2331519416000, 7.118713, -17.487865, -17.855568
2331524445000, 6.7755833, -17.697552, -17.929892
2331529434000, 6.427796, -17.921993, -18.004074
2331534410000, 6.0791173, -18.158651, -18.080729
2331539417000, 5.724285, -18.403357, -18.154142
2331545102000, 5.3757267, -18.655704, -18.216003
2331549501000, 5.0113335, -18.93786, -18.29397
2331554405000, 4.659434, -19.202301, -18.343761
2331559468000, 4.300666, -19.50892, -18.400364
2331564371000, 3.915961, -19.82159, -18.479666
2331569362000, 3.5624855, -20.09237, -18.51273
2331574431000, 3.1757572, -20.439608, -18.575363
2331579444000, 2.7905169, -20.744978, -18.624102
2331584364000, 2.408304, -21.06586, -18.669146
2331589366000, 2.0160227, -21.39405, -18.700155
2331594410000, 1.6306673, -21.72857, -18.724525
2331599460000, 1.247164, -22.088894, -18.725842
2331604497000, 0.86752766, -22.463558, -18.716663
2331609368000, 0.5126171, -22.862383, -18.745667
2331614692000, 0.16556299, -23.29412, -18.756008
2331619367000, 359.8308, -23.762817, -18.744417
2331624568000, 359.5381, -24.263102, -18.66303
2331629504000, 359.23645, -24.88338, -18.590874
2331634341000, 358.9632, -25.478712, -18.473576
2331639439000, 358.70068, -26.14635, -18.345612
2331644390000, 358.4543, -26.844482, -18.200247
2331649430000, 358.2062, -27.562788, -18.043562
2331654473000, 357.96198, -28.277967, -17.889856
2331659445000, 357.72043, -28.997646, -17.72516
2331664443000, 357.48276, -29.71953, -17.557364
2331669366000, 357.25128, -30.443014, -17.384333
2331674468000, 357.02213, -31.180319, -17.202642
2331679461000, 356.7987, -31.918266, -17.01315
2331684542000, 356.57455, -32.679188, -16.820583
2331689433000, 356.357, -33.44493, -16.62587
2331694487000, 356.14352, -34.224705, -16.419386
2331699481000, 355.9364, -35.007473, -16.211576
2331704484000, 355.73422, -35.815113, -15.993014
2331709351000, 355.5376, -36.62072, -15.774864
2331714431000, 355.35037, -37.41981, -15.556105
2331719336000, 355.16794, -38.256626, -15.322314
2331724458000, 354.9942, -39.080605, -15.089195
2331730407000, 354.8334, -39.96118, -14.819651
2331734439000, 354.6788, -40.831013, -14.553059
2331739411000, 354.5482, -41.774807, -14.229965
2331744363000, 354.4222, -42.708244, -13.913377
2331749434000, 354.3078, -43.62729, -13.597213
2331754387000, 354.23053, -44.678772, -13.198113
2331759365000, 354.1605, -45.712387, -12.80769
2331764378000, 354.1457, -46.953, -12.292671
2331769499000, 354.14157, -48.16646, -11.796473
2331774662000, 354.2284, -49.788403, -11.090502
2331779421000, 354.33206, -51.34613, -10.425917
2331784381000, 354.60013, -53.583336, -9.451011
2331789393000, 354.88058, -55.67676, -8.57199
2331794376000, 355.18832, -57.831024, -7.7185283
2331800820000, 355.49713, -59.851963, -6.9496036
2331804290000, 355.80057, -61.74446, -6.2584825
2331809278000, 356.1051, -63.52893, -5.629493
2331814271000, 356.41928, -65.20014, -5.047186
2331819279000, 356.73322, -66.78199, -4.5135374
2331824331000, 357.0502, -68.27225, -4.0163555
2331829261000, 357.3588, -69.68889, -3.559486
2331834257000, 357.66107, -71.02465, -3.142948
2331839251000, 357.96823, -72.29019, -2.7468917
2331844250000, 358.26404, -73.4894, -2.3867145
2331849311000, 358.55655, -74.627, -2.0496109
2331854290000, 358.8338, -75.70985, -1.7402273
2331859275000, 359.10626, -76.72409, -1.4546914
2331864265000, 359.36896, -77.69008, -1.191661
2331869541000, 359.62177, -78.60146, -0.9506713
2331874337000, 359.86328, -79.472786, -0.7246823
2331879274000, 0.09670467, -80.29474, -0.51763415
2331884273000, 0.3260366, -81.07699, -0.32402176
2331889258000, 0.54571897, -81.83078, -0.1495498
2331894306000, 0.75361854, -82.5503, 0.01556867
2331899274000, 0.95935667, -83.24191, 0.16623586
2331904354000, 1.1547626, -83.90151, 0.3099646
2331909310000, 1.3429456, -84.53917, 0.4423088
2331914324000, 1.5254431, -85.1442, 0.5658302
2331919308000, 1.7040962, -85.71531, 0.68064034
2331924373000, 1.8803155, -86.252495, 0.79134345
2331929345000, 2.0531673, -86.75721, 0.8924184
2331934326000, 2.2227104, -87.2284, 0.9838997
2331939553000, 2.387385, -87.62283, 1.0686724
2331944375000, 2.5491426, -87.97479, 1.1468215
2331949374000, 2.7093508, -88.267, 1.2226068
2331954475000, 2.8648705, -88.48002, 1.2915535
2331959355000, 3.003419, -88.59621, 1.3627645
2331964443000, 3.1405704, -91.429405, 1.4249488
2331969424000, 3.2740684, -91.58674, 1.491298
2331974818000, 3.4183474, -91.77807, 1.5422518
2331979408000, 3.558946, -92.002884, 1.5889657
2331984401000, 3.6989844, -92.265816, 1.641594
2331989426000, 3.8300965, -92.53322, 1.6853621
2331994419000, 3.96094, -92.80501, 1.7300445
2331999398000, 4.0985985, -93.06225, 1.7656133
2332004417000, 4.2296476, -93.31253, 1.7953298
2332009446000, 4.357039, -93.55085, 1.820186
2332014367000, 4.484851, -93.77815, 1.8412899
2332019331000, 4.6066923, -94.00056, 1.858653
2332024372000, 4.717468, -94.22422, 1.8733546
2332029394000, 4.824948, -94.44247, 1.8869314
2332034397000, 4.9301744, -94.6609, 1.896987
2332039432000, 5.034577, -94.867676, 1.9031216
2332044779000, 5.1300006, -95.08235, 1.914303
2332049464000, 5.2281437, -95.284454, 1.9225141
2332055454000, 5.3142147, -95.483826, 1.9261018
2332059444000, 5.405994, -95.679405, 1.9328617
2332064416000, 5.493193, -95.86371, 1.935946
2332069370000, 5.5837317, -96.05062, 1.9427598
2332074400000, 5.6733575, -96.225105, 1.9479045
2332079353000, 5.7595077, -96.40718, 1.9521259
2332084392000, 5.8388147, -96.57854, 1.9549221
2332089356000, 5.9129944, -96.753235, 1.9632071
2332094359000, 5.980402, -96.92101, 1.971341
2332099390000, 6.0415244, -97.09898, 1.9828476
2332104397000, 6.1008034, -97.27587, 1.9981667
2332109384000, 6.1548247, -97.44358, 2.0115335
2332114420000, 6.20179, -97.62041, 2.0422056
2332119374000, 6.247844, -97.7954, 2.0725565
2332125482000, 6.2866, -97.97665, 2.11574
2332129454000, 6.3248916, -98.16074, 2.1583087
2332134433000, 6.36039, -98.33672, 2.2028556
2332139407000, 6.388787, -98.50209, 2.2472482
2332144366000, 6.4177933, -98.66936, 2.2975566
2332149402000, 6.4569736, -98.81981, 2.3343253
2332154447000, 6.494957, -98.97326, 2.3714862
2332160779000, 6.5391026, -99.118195, 2.4036772
2332164390000, 6.5915203, -99.25138, 2.417061
2332169377000, 6.646761, -99.37058, 2.423299
2332174429000, 6.713619, -99.484215, 2.4077008
2332179385000, 6.7758408, -99.59531, 2.3931174
2332184390000, 6.835976, -99.70472, 2.3782582
2332189361000, 6.8792324, -99.79695, 2.3543546
2332194622000, 6.905739, -99.8892, 2.3283296
2332199399000, 6.922248, -99.96264, 2.300939
2332204398000, 6.9073496, -100.02664, 2.2679286
2332209425000, 6.8598166, -100.081825, 2.2300463
2332214367000, 6.793777, -100.11246, 2.1888294
2332219661000, 6.6159854, -100.15352, 2.1740127
2332224417000, 6.4714847, -100.16955, 2.1499908
2332229479000, 6.1957564, -100.21507, 2.1733952
2332234409000, 5.909505, -100.2378, 2.2109487
2332239425000, 5.591281, -100.252815, 2.2632232
2332244344000, 5.172804, -100.362755, 2.4733942
2332249458000, 4.7581105, -100.470215, 2.6980724
2332254375000, 4.3163886, -100.62654, 3.0027285
2332259439000, 3.9111145, -100.78827, 3.3159583
2332264819000, 3.5559034, -100.9751, 3.6628284
2332269426000, 3.2718651, -101.16694, 4.0084867
