#Angle around the z x y axes.
#timestamp(ns), Azimuth , Pitch, Roll(degrees)
#Datetime: 29/05/2013 15:49:10
##########################################
#Activity: 7 - SCH - Sit chair - 6s
#Subject ID: 9
#First Name: sub9
#Last Name: sub9
#Age: 30
#Height(cm): 177
#Weight(kg): 102
#Gender: Male
##########################################


@DATA
8678220890000, 301.68484, -28.296768, -42.736294
8678225854000, 305.66986, -26.751726, -43.459255
8678230939000, 301.4037, -28.854519, -42.982323
8678235908000, 302.43228, -26.895992, -45.738533
8678240887000, 302.02667, -27.436747, -45.908043
8678245911000, 301.60092, -27.694931, -46.063587
8678250989000, 301.152, -27.956833, -46.2057
8678255809000, 300.68442, -28.219088, -46.33544
8678260754000, 300.2039, -28.484045, -46.44775
8678265743000, 299.71036, -28.749712, -46.547955
8678270744000, 299.16516, -29.032509, -46.648235
8678275745000, 298.6678, -29.28319, -46.711586
8678280773000, 298.11353, -29.572346, -46.779972
8678285778000, 297.56396, -29.842705, -46.829254
8678290756000, 297.01755, -30.11804, -46.850483
8678295787000, 296.46603, -30.396797, -46.858444
8678300797000, 295.92102, -30.675299, -46.85188
8678305889000, 295.38965, -30.956518, -46.824085
8678310847000, 294.85828, -31.246021, -46.79011
8678315824000, 294.35748, -31.535662, -46.72899
8678320833000, 293.86987, -31.843126, -46.65781
8678325832000, 293.40317, -32.158714, -46.574024
8678330820000, 292.95984, -32.492577, -46.470455
8678335844000, 292.58322, -32.82847, -46.35054
8678341437000, 292.23987, -33.209866, -46.21409
8678345834000, 291.88498, -33.6107, -46.08144
8678350828000, 291.60217, -33.987286, -45.930134
8678355969000, 291.33493, -34.40395, -45.7743
8678360922000, 291.06683, -34.81875, -45.619972
8678365918000, 290.80658, -35.22134, -45.46297
8678370922000, 290.56158, -35.6169, -45.303017
8678375912000, 290.32, -36.009106, -45.137665
8678380907000, 290.09796, -36.3941, -44.972363
8678385857000, 289.88004, -36.77611, -44.79987
8678391080000, 289.67807, -37.15272, -44.628315
8678395918000, 289.48322, -37.52852, -44.44916
8678400913000, 289.29788, -37.89626, -44.274227
8678405876000, 289.1223, -38.264355, -44.094368
8678410904000, 288.95026, -38.627243, -43.91367
8678416095000, 288.78738, -38.986557, -43.733814
8678420912000, 288.6249, -39.343674, -43.553127
8678425878000, 288.46872, -39.698593, -43.36984
8678430998000, 288.31537, -40.04423, -43.193195
8678435953000, 288.16168, -40.393036, -43.010853
8678440928000, 288.0168, -40.731037, -42.834618
8678445910000, 287.87076, -41.06927, -42.65652
8678450909000, 287.72986, -41.399544, -42.48319
8678455889000, 287.59528, -41.725323, -42.3081
8678460864000, 287.46588, -42.04604, -42.135834
8678465934000, 287.3407, -42.365486, -41.962
8678470879000, 287.22284, -42.67247, -41.793594
8678475867000, 287.11462, -42.9788, -41.62363
8678481632000, 287.00876, -43.27713, -41.456284
8678485882000, 286.9161, -43.569996, -41.290596
8678491186000, 286.8254, -43.856148, -41.128365
8678495918000, 286.72955, -44.16125, -40.940086
8678500866000, 286.6468, -44.458424, -40.754738
8678505899000, 286.56558, -44.75152, -40.572296
8678510961000, 286.48608, -45.038002, -40.393063
8678515924000, 286.42212, -45.314655, -40.21607
8678520913000, 286.35504, -45.591152, -40.04159
8678525862000, 286.30038, -45.85535, -39.8704
8678530993000, 286.24503, -46.120724, -39.699497
